tmc_code,miles,hour_0_mean_tt_seconds,hour_0_5th_pct,hour_0_95th_pct,hour_1_mean_tt_seconds,hour_1_5th_pct,hour_1_95th_pct,hour_2_mean_tt_seconds,hour_2_5th_pct,hour_2_95th_pct,hour_3_mean_tt_seconds,hour_3_5th_pct,hour_3_95th_pct,hour_4_mean_tt_seconds,hour_4_5th_pct,hour_4_95th_pct,hour_5_mean_tt_seconds,hour_5_5th_pct,hour_5_95th_pct,hour_6_mean_tt_seconds,hour_6_5th_pct,hour_6_95th_pct,hour_7_mean_tt_seconds,hour_7_5th_pct,hour_7_95th_pct,hour_8_mean_tt_seconds,hour_8_5th_pct,hour_8_95th_pct,hour_9_mean_tt_seconds,hour_9_5th_pct,hour_9_95th_pct,hour_10_mean_tt_seconds,hour_10_5th_pct,hour_10_95th_pct,hour_11_mean_tt_seconds,hour_11_5th_pct,hour_11_95th_pct,hour_12_mean_tt_seconds,hour_12_5th_pct,hour_12_95th_pct,hour_13_mean_tt_seconds,hour_13_5th_pct,hour_13_95th_pct,hour_14_mean_tt_seconds,hour_14_5th_pct,hour_14_95th_pct,hour_15_mean_tt_seconds,hour_15_5th_pct,hour_15_95th_pct,hour_16_mean_tt_seconds,hour_16_5th_pct,hour_16_95th_pct,hour_17_mean_tt_seconds,hour_17_5th_pct,hour_17_95th_pct,hour_18_mean_tt_seconds,hour_18_5th_pct,hour_18_95th_pct,hour_19_mean_tt_seconds,hour_19_5th_pct,hour_19_95th_pct,hour_20_mean_tt_seconds,hour_20_5th_pct,hour_20_95th_pct,hour_21_mean_tt_seconds,hour_21_5th_pct,hour_21_95th_pct,hour_22_mean_tt_seconds,hour_22_5th_pct,hour_22_95th_pct,hour_23_mean_tt_seconds,hour_23_5th_pct,hour_23_95th_pct
114-05291,5.834114,621.0215624999998,378.801,1747.7874999999997,475.0255319148936,357.822,703.8629999999997,569.708,388.3545,724.23,526.3479310344827,371.10200000000003,815.2179999999998,395.7565625,328.17,477.34,414.07203703703715,344.31,543.0359999999998,419.6117391304349,355.0905,500.07,476.98850000000033,381.87,679.8459999999992,472.94197183098606,381.87,583.41,497.9022137404581,385.405,627.09,468.282573529412,381.87,614.1450000000001,460.5377099236645,388.94,575.525,479.16366412213756,388.94,627.09,483.02000000000027,388.94000000000005,617.73,458.4120155038761,391.876,567.64,511.66382352941173,396.28,764.5250000000001,603.0512230215822,388.233,1111.5509999999997,688.5350735294119,396.28,1615.6,642.6156880733946,371.102,1365.1859999999997,490.40524752475284,375.05,777.88,489.64359550561807,340.98,661.0859999999998,518.5237037037039,368.47,708.5389999999999,489.45511627906995,382.577,700.09,569.7290697674417,372.01300000000003,804.808
114-05290,4.178980999999999,284.2490909090909,255.285,326.595,259.405,239.76250000000002,287.9475,275.3621428571429,256.3625,300.89,280.4752631578948,245.99600000000004,345.33899999999994,256.05852941176454,224.53999999999996,278.6,251.62782608695667,224.53999999999996,283.86,254.81073529411788,231.45,278.6,260.9865925925925,235.07,291.014,300.34969696969705,242.65,527.1084999999997,305.0237962962964,246.63,334.32,272.53196721311474,238.9925,319.7564999999999,269.98428571428576,242.65,307.03,275.62101694915253,246.63,327.05,272.45027272727265,242.65,310.54449999999997,282.7895575221238,246.63,345.0999999999999,272.9254700854701,235.07,327.05,333.30881818181825,235.07,334.32,285.82700000000006,235.07,367.38899999999995,266.4557142857143,226.6,321.482,297.3881967213115,235.07,417.9,277.346,221.9,340.4,271.8796,247.452,297.4839999999999,278.6638095238095,238.8,341.92,268.53875,245.635,293.74
114P13000,0.111952,14.480952380952383,5.6,26.87,14.597999999999999,5.544000000000001,23.445999999999998,18.458461538461535,8.0025,34.6775,19.64974358974359,9.516,41.308000000000014,23.422564102564106,4.282500000000001,67.17,26.941688311688313,9.554,59.498000000000026,26.682100000000013,10.044500000000001,67.17,28.473245614035083,10.792000000000002,71.87399999999992,24.52448598130842,7.759000000000001,55.419999999999916,26.77091836734694,9.13,67.17,24.745849056603777,4.7175,57.58,28.4400900900901,9.745000000000001,90.685,22.086262626262627,9.16,51.099999999999966,23.3360824742268,9.37,67.17,34.79113402061856,9.784,84.63999999999976,35.45261363636363,9.314,100.76,35.17985294117647,7.3095,100.76,27.45380281690142,11.684999999999999,62.375,23.804712643678158,9.37,57.58,18.849552238805966,9.6,44.78,22.482790697674425,9.277000000000001,49.81999999999999,23.402105263157896,9.308499999999999,52.89849999999998,20.823125,7.1690000000000005,61.89549999999999,19.677142857142858,11.2,44.78
114P05887,0.033424,5.47,5.47,5.47,3.7100000000000004,3.45,4.089,4.4825,3.09,5.9765,5.01,5.01,5.01,6.111999999999999,5.102,8.075999999999999,7.919999999999999,5.792000000000001,10.469999999999999,9.254999999999999,3.9355,25.56649999999999,9.372500000000004,3.65,21.053000000000015,9.535,3.8965,27.97649999999999,9.663636363636364,4.01,29.435499999999987,9.400263157894736,4.01,24.971499999999992,8.206,3.693,24.279499999999963,6.349523809523811,4.01,10.94,7.63551724137931,3.988,15.661999999999992,9.188928571428573,4.318,22.662999999999997,8.238709677419356,4.635,13.37,10.246153846153845,3.79,22.35,8.09695652173913,4.165,14.872999999999998,9.189374999999998,4.115,30.08,11.2,4.444,24.923999999999992,8.046153846153846,4.18,21.055999999999976,12.66,3.6620000000000004,34.093999999999994,8.625000000000002,4.2700000000000005,16.652500000000003,6.68,6.68,6.68
114P05882,0.093554,,,,9.896363636363636,7.565,12.04,7.83,7.83,7.83,,,,9.603333333333333,6.838,11.23,9.212307692307693,7.17,11.382,10.194999999999999,7.242,15.37549999999999,9.540000000000001,7.65,11.61,10.295,8.541,15.294499999999998,19.28666666666666,7.65,37.42,21.5075,8.5215,51.64149999999997,21.61285714285714,9.1,37.42,22.978947368421053,11.847999999999999,58.93699999999994,26.203461538461536,9.649999999999999,84.2,31.92833333333333,8.673,84.2,17.06464285714286,8.16,34.14749999999999,10.825,7.436,17.896000000000004,10.847272727272728,7.905,14.975000000000001,11.969999999999999,10.116,13.823999999999998,9.24375,7.668999999999999,11.1005,9.2825,7.589500000000001,11.077000000000002,9.385,8.9125,9.8575,,,,,,
114-05289,1.664466,138.639,99.732,232.0704999999998,117.38473684210526,104.93900000000001,136.82899999999998,118.81375,103.8075,135.5375,123.65499999999999,113.30850000000001,140.648,111.65919999999997,89.43,146.59149999999997,112.5353271028037,97.124,132.28999999999996,109.73643410852709,98.23,122.29000000000002,112.63076271186438,96.41900000000001,133.61299999999997,116.86721311475404,101.56,142.50399999999996,116.47520000000004,99.87,136.3385,115.71698113207543,101.56,133.16,116.24241379310344,102.8725,133.91500000000002,146.48242990654202,105.12,142.67,120.43663265306114,103.31,146.6975,118.73435643564353,103.31,142.67,119.13459999999999,99.87,136.5045,117.39141304347824,103.31,137.6065,116.33593406593403,99.87,136.18,122.06859375,98.476,157.69,155.06538461538454,103.31,154.471,117.05903225806449,99.87,137.765,114.676,104.577,126.45899999999999,122.49000000000001,105.01100000000001,138.39049999999997,126.68111111111112,107.0,151.682
114-08311,0.84499,118.92999999999999,99.27449999999999,157.29999999999998,162.47,97.36550000000001,277.5824999999999,149.142,101.398,196.04000000000002,117.0,117.0,117.0,100.04,95.06,107.554,190.56,108.64,363.3484999999997,167.05627906976747,98.807,297.1799999999999,197.72111111111113,103.67500000000001,331.8504999999991,218.12741379310367,125.2875,445.4329999999999,188.0223943661972,126.75,307.27,222.37404255319157,106.022,577.9699999999996,156.6581355932204,101.4,234.0,225.26436363636378,120.27600000000001,456.29599999999976,161.82528301886796,104.9,241.79999999999995,231.51444444444456,120.042,459.9169999999996,196.77732142857158,121.68,393.83,276.2566666666667,133.7625,608.39,218.24722222222232,100.25550000000001,459.9169999999996,204.66206896551722,117.0,276.54,225.939,116.7895,523.5694999999995,260.40761904761905,89.47,434.57,192.54562499999997,98.13,418.2725,202.62214285714282,87.7305,595.7149999999999,196.29777777777775,91.398,566.9099999999999
114-12800,1.527088,212.656,171.80000000000004,249.89,425.966,166.59000000000003,1147.308,338.27375000000006,190.37599999999998,621.5929999999998,,,,212.61124999999998,143.23250000000002,336.51649999999995,249.9033333333334,142.073,392.68000000000006,296.3696341463414,128.16199999999998,607.7855000000003,404.103983739837,219.9,775.5429999999992,463.39488095238084,221.274,896.6164999999992,310.8432098765433,171.8,549.75,302.9001075268819,183.25,499.77,326.6164285714288,171.8,770.6344999999994,298.56890410958914,161.69,494.7779999999992,293.7521686746988,177.931,458.13,366.17443181818186,175.8075,687.19,334.2510606060606,160.7525,760.8175,355.4881034482759,160.34300000000002,701.9154999999998,338.1605882352941,166.59,687.19,293.27439999999996,174.293,549.75,281.76794117647063,158.547,565.3669999999996,253.38555555555558,168.1175,399.8175,241.6757894736842,155.459,408.38699999999966,301.52578947368426,154.148,541.4179999999991,210.77,131.594,302.9559999999999
114+12175,0.8435729999999999,100.50234042553188,69.02,132.04,104.77404494382017,72.31,197.39599999999993,98.01514563106798,64.898,151.11699999999993,93.68840000000004,67.49,132.04,104.20581818181813,70.62,138.04,110.867857142857,76.4075,159.83,132.3594890510949,89.32,195.2239999999997,153.31267605633812,97.96,216.92,152.2851063829787,104.72,202.46,144.6278014184397,108.46,189.8,154.68721428571425,104.5455,233.6,157.22050359712227,100.903,216.92,169.16115107913666,108.46,235.54699999999988,184.59588652482267,104.72,303.69,209.1202857142855,112.279,379.61,267.53304347826077,138.04,506.14,338.7535114503815,168.71,607.37,320.69847328244293,116.8,683.2950000000001,196.56766129032252,92.4605,425.7054999999997,141.12722689075613,86.301,233.6,126.46784313725487,82.194,189.8,114.3377777777778,77.31400000000001,178.64,113.32653846153845,79.92,167.37799999999996,103.44379310344824,74.07,163.64900000000006
114P05880,0.034970999999999995,,,,,,,,,,,,,,,,15.986666666666666,9.89,20.681,19.783333333333335,8.450000000000001,38.672,6.29,6.29,6.29,10.922500000000001,5.457,22.397499999999994,11.106666666666667,5.405,17.239999999999995,8.030000000000001,4.3919999999999995,11.45,15.583333333333334,7.456,29.109999999999996,7.07,3.442,12.972999999999999,10.809999999999999,5.186999999999999,18.886999999999993,15.65076923076923,5.888,31.47,12.819090909090908,4.37,26.225,3.92,3.0919999999999996,4.748,9.485,3.8554999999999997,15.1145,41.97,41.97,41.97,5.1899999999999995,4.712999999999999,5.667,17.99,17.99,17.99,,,,,,,15.74,15.74,15.74
114+12177,0.325219,37.48659090909091,23.029,64.52700000000002,34.16270270270269,24.706,48.61399999999996,34.017894736842116,23.630000000000003,57.49199999999996,29.146999999999995,21.65,47.09249999999999,26.43296296296297,22.96,33.45,29.338799999999978,23.89,46.13599999999999,33.145877192982454,22.96,68.87,35.08678899082568,23.42,63.67199999999998,38.25259999999999,23.42,61.79099999999999,33.92,22.96,67.41999999999997,32.88546296296294,22.96,59.56549999999994,37.14429752066115,23.42,73.17,39.2942857142857,23.42,73.17,45.59787234042552,22.96,106.44,36.741249999999994,23.121000000000002,71.66499999999996,40.35651162790696,23.42,75.755,37.99199999999999,23.052,68.87,38.79463414634148,24.39,72.76350000000002,39.463424657534254,23.236,80.28199999999995,40.29144444444444,22.4815,97.57,42.69166666666666,23.42,90.06,36.80325842696629,24.91,67.33799999999998,41.39319444444445,22.762,78.05,40.027323943661976,22.305,80.84
114+12176,0.12823900000000002,10.044871794871794,8.39,13.19,10.269032258064517,8.72,12.16,12.6465,8.855500000000001,15.786500000000032,10.067812499999999,8.051,11.84,9.548314606741577,8.155999999999999,10.74,9.944661016949155,8.526000000000002,11.986999999999991,10.533412698412699,8.39,15.39,10.780689655172411,8.39,14.43,10.783838383838388,8.1,15.92,10.498584905660378,8.39,14.43,10.547454545454542,8.7865,14.43,10.559256198347107,8.55,14.43,10.91954954954955,8.55,17.785,10.791954022988508,8.438,13.580000000000002,10.77091836734694,8.686000000000002,15.469499999999996,11.567750000000004,8.702,17.133,10.961688311688317,8.39,16.034000000000002,11.853750000000002,8.606000000000002,17.76,10.910281690140845,8.63,14.43,10.45475609756098,8.39,14.867,10.225632183908045,8.486,13.867,10.60385542168675,8.727,14.385999999999997,10.268405797101448,8.454,13.275999999999996,9.891230769230772,8.128,12.48
114+12178,0.5333720000000001,59.8780701754386,40.68000000000001,91.44,51.41272727272727,41.786500000000004,66.09949999999999,54.78,45.292,73.39599999999999,49.68575757575757,39.19,76.314,51.823913043478235,41.74,64.9945,53.240909090909064,40.4675,68.58,56.28544554455445,39.19,80.01,53.32799999999995,40.0,85.57,56.564125000000004,40.0,120.01,56.9201149425287,39.681,86.14000000000001,59.62824742268038,41.74,93.36399999999989,57.61398230088494,40.85,88.94399999999996,65.02640000000001,40.85,107.73699999999994,57.73139240506329,39.765,91.89699999999998,59.39659340659339,40.0,98.535,69.23744186046514,40.435,128.01,79.35753424657531,42.67,213.35,62.57919540229884,42.67,116.00800000000004,60.57988636363635,42.67,108.7884999999999,63.226896551724145,42.67,106.67000000000002,53.81304347826089,42.112,76.45399999999995,73.53443396226413,42.67,126.00999999999999,67.2412222222222,43.1065,133.03699999999998,66.59612499999999,42.62350000000001,128.46699999999996
114N04699,0.231312,13.887378640776706,12.809999999999999,15.391999999999998,13.897032967032963,12.62,15.004999999999999,14.018648648648645,12.91,15.14,14.078761904761912,12.81,15.42,13.86428571428571,12.62,15.14,13.929365079365079,12.81,15.14,13.895514705882354,12.81,14.674999999999999,13.843529411764715,12.7625,15.21,13.880902255639091,12.734,14.87,13.7136090225564,12.62,14.61,13.851194029850747,12.81,14.61,13.752391304347842,12.98,14.61,13.700642857142865,12.62,14.61,13.650142857142864,12.43,14.61,13.693430656934314,12.62,14.661999999999997,13.761438848920875,12.62,15.14,13.721549295774663,12.43,14.87,13.543741007194248,12.600999999999999,14.61,13.67661870503598,12.600999999999999,14.87,13.47343750000001,11.9,14.869999999999997,13.788632478632485,12.476,15.14,13.995000000000005,12.4535,15.420000000000002,13.976944444444436,12.619999999999997,15.14,14.07780952380952,12.468,15.42
114P11681,0.10503699999999999,,,,18.905,13.2305,24.5795,,,,,,,16.44,16.44,16.44,11.12,11.12,11.12,20.18736842105263,11.82,29.61899999999999,40.24085714285715,14.953,94.53,30.024250000000002,13.91,63.02,32.57666666666666,13.575,73.73849999999996,18.8775,11.12,29.09,21.435769230769232,11.12,40.96,23.34285714285715,12.2,47.27,20.862173913043474,11.858,37.467,24.914999999999996,14.135,45.955,28.824800000000003,13.952,54.02000000000001,29.288823529411754,13.37,57.16999999999999,27.84868421052631,11.622,55.36999999999999,30.90942857142857,14.0,66.80299999999997,24.660833333333333,12.491,63.33399999999996,21.054285714285715,11.008,41.120999999999995,18.685,15.4855,21.884499999999996,14.405000000000001,11.160499999999999,17.6495,22.24,22.24,22.24
114N04698,0.232492,15.03018867924529,12.73,19.46,14.008333333333333,12.5755,15.79,14.63767857142859,13.08,15.5,15.011428571428587,12.88,19.055999999999994,14.127899159663881,12.88,15.5,15.228387096774204,12.88,17.55349999999999,14.308409090909109,12.432500000000001,16.218999999999976,14.747703703703726,12.68,18.445999999999998,17.261777777777784,12.82,27.557999999999993,15.625179856115116,12.661,15.528999999999998,14.242575757575771,12.68,15.345999999999997,14.671857142857155,12.88,20.462499999999984,14.260281690140861,12.69,14.95,14.109710144927545,12.88,15.543500000000002,14.56978417266188,12.88,16.41,13.968642857142877,12.481,14.963499999999994,14.03043165467627,12.49,14.68,13.756762589928067,12.31,14.68,13.83304347826088,12.49,14.9905,13.568809523809536,12.31,14.68,14.049327731092458,12.49,15.248,14.614247787610628,12.532,15.79,14.821363636363646,12.31,15.6595,14.307254901960794,12.88,15.79
114N04697,0.262933,15.917787610619458,14.56,17.662,15.887472527472514,14.025,18.21,15.939369369369357,15.02,17.53,16.079266055045863,14.652000000000001,18.064,16.15891666666665,14.549,17.21,15.761439999999983,14.56,16.9,15.690384615384593,14.56,16.61,15.678582089552227,14.56,16.9,15.880296296296281,14.79,17.21,15.664642857142846,14.319,16.9,15.54125925925924,14.34,16.61,15.62531468531467,14.56,17.179000000000002,15.509787234042534,14.34,16.61,15.48836879432623,14.34,16.9,15.92461538461537,14.56,18.166,18.53280575539567,14.318999999999999,30.73699999999993,15.485499999999982,14.34,16.61,15.45471014492752,13.89,16.32,15.516099290780131,14.34,16.61,15.353185185185167,13.919999999999998,16.61,15.543135593220327,13.491499999999998,17.21,15.926513761467872,14.652000000000001,17.21,15.953153153153137,14.56,17.21,15.941388888888874,14.417000000000002,17.86
114N12295,0.026042000000000003,,,,,,,2.41,2.254,2.524,3.13,3.13,3.13,2.653333333333333,2.6000000000000005,2.7439999999999998,4.27375,1.964,11.373999999999995,5.8646153846153855,2.2460000000000004,15.630000000000003,5.215555555555556,2.488,15.938999999999993,5.480333333333333,2.3064999999999998,12.638499999999997,4.199999999999999,2.3345,6.1720000000000095,6.493157894736842,2.4570000000000003,19.21899999999999,5.595555555555557,2.1950000000000003,17.813999999999997,5.1593333333333335,2.2024999999999997,13.39,4.9309677419354845,2.315,9.9,4.523,2.2024999999999997,13.87049999999999,6.284999999999999,2.4065,18.593999999999987,5.554090909090909,2.3489999999999998,15.629999999999999,7.7921428571428555,2.47,23.44,3.5893749999999995,2.0275,7.155,6.6025,1.7149999999999999,13.806499999999998,4.206250000000001,2.4245,7.21,2.68,2.68,2.68,3.8449999999999998,2.8685,4.8214999999999995,4.08,4.08,4.08
114N12296,0.026042000000000003,,,,,,,2.41,2.254,2.524,3.13,3.13,3.13,2.653333333333333,2.6000000000000005,2.7439999999999998,4.27375,1.964,11.373999999999995,5.8646153846153855,2.2460000000000004,15.630000000000003,5.215555555555556,2.488,15.938999999999993,5.480333333333333,2.3064999999999998,12.638499999999997,4.199999999999999,2.3345,6.1720000000000095,6.493157894736842,2.4570000000000003,19.21899999999999,5.595555555555557,2.1950000000000003,17.813999999999997,5.1593333333333335,2.2024999999999997,13.39,4.9309677419354845,2.315,9.9,4.523,2.2024999999999997,13.87049999999999,6.284999999999999,2.4065,18.593999999999987,5.554090909090909,2.3489999999999998,15.629999999999999,7.7921428571428555,2.47,23.44,3.5893749999999995,2.0275,7.155,6.6025,1.7149999999999999,13.806499999999998,4.206250000000001,2.4245,7.21,2.68,2.68,2.68,3.8449999999999998,2.8685,4.8214999999999995,4.08,4.08,4.08
114P11661,0.049529000000000004,8.09,5.422000000000001,11.010000000000002,6.505000000000001,4.682,8.286,5.75,5.75,5.75,8.4375,6.211500000000001,10.806999999999999,6.917999999999999,6.150000000000001,7.43,6.0600000000000005,5.781,6.339,7.544444444444445,4.9879999999999995,12.155999999999999,7.335,5.3555,9.413,8.306129032258065,5.4,13.8,8.068333333333333,5.481000000000001,11.89,10.953928571428571,5.8500000000000005,21.421999999999997,14.022692307692308,5.3675,39.0075,9.256296296296298,5.6240000000000006,12.739999999999998,9.020000000000001,5.724,13.720000000000002,11.93653846153846,5.905,18.909999999999997,9.58678571428572,6.15,16.21,10.148135593220344,5.94,20.057999999999986,10.939374999999998,5.633000000000001,22.29,8.05448275862069,5.372,14.403999999999998,9.0,4.9955,16.592499999999998,9.40846153846154,4.5520000000000005,23.561999999999994,7.633333333333333,5.1274999999999995,13.375,7.7780000000000005,5.644,13.161999999999997,8.139999999999999,5.562,11.665
114N12291,0.183099,34.718,20.394000000000002,46.452,27.46,27.46,27.46,21.26,21.26,21.26,27.429999999999996,21.575,35.398999999999994,23.495714285714286,20.159,28.883,78.97200000000001,20.38,153.80399999999997,51.91358974358975,20.322,115.35300000000007,65.15527472527472,25.86,109.86,63.67412698412696,21.97,109.86,64.02181818181819,21.128,138.42200000000008,52.715733333333304,21.559,109.86,68.26644736842104,22.54,131.83,70.49392857142851,27.46,131.83,69.87576470588235,24.41,158.19799999999992,60.51492753623185,20.6,131.83,64.26563218390802,21.97,125.23900000000008,75.79469135802469,27.46,164.79,82.20686046511626,25.1725,164.79,67.06333333333332,21.83,131.83,71.42605263157895,18.83,164.78999999999996,38.73391304347825,17.869000000000003,81.47499999999998,46.53933333333334,19.325,116.45099999999998,22.58,20.813000000000002,24.242,56.097142857142856,23.801,143.60399999999996
114P11666,0.127804,15.805,11.2105,20.3995,15.166666666666666,11.797500000000001,18.345000000000002,12.965,12.798499999999999,13.1315,15.225000000000001,10.5335,24.865499999999994,24.22,24.22,24.22,14.328333333333333,12.137500000000001,17.9725,14.241249999999999,12.552499999999998,16.630499999999998,19.513846153846153,10.276,31.411999999999992,17.457857142857144,12.898,25.808999999999997,18.530909090909088,11.815500000000002,25.56,19.346774193548388,11.805,41.83,18.169032258064508,12.115,26.490000000000002,17.587,12.254,26.384999999999994,19.058648648648642,11.39,28.76,21.335416666666664,10.7,37.3075,31.454634146341455,13.53,92.02,43.849374999999995,11.8355,115.02,70.47099999999999,12.6205,153.36,20.57391304347826,11.593,32.27999999999999,18.579333333333334,10.322,31.69499999999998,15.88058823529412,12.048,21.111999999999995,17.692500000000003,11.247499999999999,31.920999999999992,16.453333333333333,11.744,27.075999999999993,17.498,13.694,23.855999999999995
114P11667,0.063958,13.799999999999999,5.862,24.068999999999996,19.41,7.3340000000000005,36.452,22.474999999999998,8.1695,36.780499999999996,31.33,14.619,44.897999999999996,12.12,12.12,12.12,,,,37.04888888888889,9.612,69.074,24.223,5.683,68.11449999999998,15.85,5.404000000000001,45.604999999999976,17.06833333333333,5.7935,41.73099999999998,18.15,6.375,32.89,14.454615384615387,6.956000000000001,25.58,16.285625,5.695,48.927499999999995,13.72,4.51,28.78,17.65575757575758,5.868,46.04599999999997,30.634999999999994,9.597,57.56,47.965555555555554,15.830000000000002,76.75,46.50937499999999,12.772499999999999,76.75,40.22888888888888,8.034,76.75,16.794285714285714,6.745000000000001,32.89,16.18,6.0760000000000005,38.37,17.94,7.6655,30.331499999999995,21.495555555555555,7.416,42.977999999999994,16.233,7.9345,27.50799999999999
114P11671,0.05885599999999999,,,,10.09,10.09,10.09,4.93,4.93,4.93,5.18,4.954999999999999,5.404999999999999,7.4,4.979,9.821,6.963870967741937,5.04,11.98,9.14294117647059,5.274,15.13,13.860999999999997,7.06,25.162499999999987,13.645757575757578,6.464,32.285999999999994,14.503333333333332,5.3,34.55399999999999,11.324411764705884,5.5795,30.27,11.661999999999999,5.547499999999999,22.24950000000002,9.219545454545456,6.059,14.996499999999997,8.138095238095238,5.58,12.46,10.846500000000002,6.213,26.679000000000002,13.137142857142859,6.706499999999999,27.813,10.704117647058824,6.194000000000001,19.646,16.111363636363645,6.05,42.0265,14.392173913043477,5.943,29.891999999999992,34.435,27.284499999999998,41.5855,16.135,6.686,37.294999999999995,19.0775,11.747000000000002,26.0475,6.83,6.83,6.83,5.58,5.58,5.58
114P11675,0.166714,20.26,17.758,24.874000000000002,22.465,18.1315,26.7985,24.512500000000003,19.051000000000002,29.7955,27.3625,21.881999999999998,31.138499999999997,19.936666666666664,17.2,24.274,28.563,18.190000000000005,48.282,28.142432432432432,16.133999999999997,60.02000000000001,38.19454545454546,16.915,75.02,34.35968749999999,17.65,85.74,30.984166666666656,18.3895,47.51099999999998,41.3313725490196,19.060000000000002,92.88499999999999,52.45000000000004,19.36,160.04399999999978,48.3483870967742,20.699999999999996,120.03,40.35473684210526,20.7,77.16399999999996,46.95942307692307,19.4475,122.53449999999978,49.46637931034484,19.36,150.04,47.658360655737724,20.7,100.03,47.4298780487805,17.7355,120.03,42.30918032786887,16.67,100.03,33.81818181818182,15.329999999999998,108.02999999999997,35.755714285714284,18.76,66.69,36.5975,27.9265,48.135,35.078333333333326,16.4575,104.37649999999988,22.01,20.21,23.810000000000002
114P11676,0.023569,3.86,3.86,3.86,2.18,2.18,2.18,2.6933333333333334,2.515,2.902,8.88,2.543,19.381999999999998,2.42,2.42,2.42,3.0980000000000003,2.048,4.384,3.174285714285714,2.29,3.69,4.0232692307692295,2.12,10.117999999999984,3.5868181818181823,2.07,6.918500000000002,3.767575757575758,2.368,5.603999999999998,3.181562500000001,2.263,4.836,4.134615384615385,2.18,6.302000000000003,4.19,2.5,9.049999999999994,3.951111111111113,2.29,6.665,4.2768292682926825,2.65,7.71,4.500961538461538,2.42,10.61,6.745365853658536,2.5,16.97,4.8707142857142856,2.405,12.12,4.622051282051282,2.18,12.605000000000006,3.1911764705882355,2.198,5.533999999999998,3.537142857142857,1.921,6.646999999999999,3.8866666666666667,2.7920000000000003,5.42,4.114444444444445,1.966,8.79,3.165,2.3775,3.9524999999999997
114-04387,0.163396,10.814646464646469,9.64,13.433999999999996,10.517978723404257,9.5875,12.344499999999998,10.37324324324325,9.415,11.205,10.428070175438606,9.49,11.76,10.306048387096778,9.64,11.1,10.343478260869569,9.49,11.1,18.511597222222225,10.32,28.01,23.375422535211282,17.8575,30.96,23.958541666666694,16.81,38.850999999999985,19.889791666666657,11.31,28.01,16.6329861111111,10.14,26.74,13.550555555555555,9.97,36.76,11.315902777777787,9.97,13.868999999999994,11.11951048951049,10.14,13.916000000000006,11.120972222222216,9.8,13.282999999999996,14.04587412587412,9.97,24.321000000000012,14.561666666666659,10.5,29.009499999999985,11.629718309859154,10.14,14.674999999999994,10.851223021582738,9.8,12.024999999999999,10.410487804878048,9.355,11.31,10.389918032786893,9.3475,11.31,10.611034482758624,9.64,12.0,10.550980392156866,9.4975,11.976499999999994,10.301714285714288,9.34,11.485999999999999
114-04386,1.80645,119.03036363636362,106.61,127.51,115.86033057851242,103.23,135.48,113.26023622047242,104.89,122.7,114.9795488721805,106.61,122.69999999999999,113.45690647482014,106.61,125.06,112.98873239436621,104.976,122.7,144.00819444444448,112.12,184.30249999999995,161.4157638888889,141.37,185.81,168.06555555555565,125.06,231.05849999999995,167.03944444444443,125.06,224.25,150.8179166666667,110.505,223.12799999999996,125.15590277777778,110.22,215.7215,120.28201388888891,110.22,158.05299999999997,117.78263888888887,108.39,135.48,120.08319444444436,108.39,154.29999999999998,137.12694444444458,110.22,185.03449999999998,133.51756944444455,110.22,166.12449999999998,124.87929577464791,110.22,158.62,117.09125874125868,104.89,135.48,114.71212121212125,103.23,125.06,112.6696296296296,101.61000000000001,122.70000000000002,113.46008130081306,103.23,122.7,114.14568,102.266,125.06,114.05967479674797,101.77199999999999,122.7
114-04389,0.444529,27.858775510204065,25.81,30.36849999999999,27.87444444444443,25.36,30.78,27.58598214285713,25.049,30.189999999999998,27.380701754385957,25.259999999999998,29.1,27.560076923076913,25.81,29.942500000000003,27.273405797101436,25.4,29.181000000000004,62.5730555555556,26.7375,123.1,132.44659722222224,67.11500000000001,200.04,128.7023611111111,45.72,228.61,84.74319444444444,28.08,157.8474999999999,44.162222222222255,26.67,99.13799999999996,38.018333333333345,26.23,121.78149999999994,30.34152777777776,26.67,30.19,28.359999999999985,26.23,31.289999999999996,28.70027777777776,26.67,32.01,35.566736111111105,27.12,83.59849999999997,37.99180555555557,28.58,69.14499999999998,31.68027972027973,28.13,37.22,32.04,25.81,39.03,27.29180451127819,25.0,29.64,27.208106060606053,23.89,29.1,27.719499999999996,25.38,30.78,27.316949152542364,24.564500000000002,30.19,27.545765765765744,25.0,30.19
114-05233,2.467651,208.93083333333337,189.01,227.78,211.61,169.3865,254.23549999999997,217.90428571428575,195.9085,240.1,205.6925,180.83350000000002,230.1945,202.61574999999993,185.07,227.78,214.18500000000012,189.01,246.77,233.75822916666667,201.9,277.61,262.3993220338982,206.59,341.67,245.53141509433942,211.51,303.77750000000003,237.2809900990098,197.41,286.57,234.81140186915866,197.41000000000003,286.57,226.75206521739125,193.12,277.61,245.07450980392144,201.9,286.1219999999999,230.99960000000007,197.41,269.2,236.73688172043015,204.714,290.38999999999993,267.6434545454544,204.0105,317.27,256.46520408163263,201.9,330.9174999999999,250.9358510638298,204.94850000000002,310.15899999999993,230.01920634920646,193.549,268.40799999999996,216.71846153846155,187.87599999999998,270.041,228.09075000000007,192.9145,277.61,218.04080000000002,197.41,253.82,231.68677419354847,191.24,291.345,212.92000000000004,190.1605,246.15499999999997
